Sn Name,Red shift,Redshift error,ArcMin^2 per Kpc^2 at Redshift,ArcMin^2 / Kpc^2 error,Photometry N/s,Exposure Time (s),Photometry Error N^(1/2)/s,Flux (erg s-1 cm-2 A-1 px-1),Flux error (erg s-1 cm-2 A-1 px-1),Luminosity (erg s-1 A-1 px-1),Luminosity Error (erg s-1 A-1 px-1),Surface Brightness (erg s-1 A-1 Kpc^-2),Surface Brightness error (erg s-1 A-1 Kpc^-2),log10 of Surface Brightness,Error in log10,File Path
SN2010gn,0.0365,0.0010018585895544463,0.0004818776520034183,2.628013831418996e-05,0.1337032809773517,287.05,0.021582028720023516,2.754287588133445e-17,4.445897916324844e-18,8.683000627193401e+37,1.4846457502300197e+37,6.694630327321862e+37,1.2014852024722947e+37,37.82572660058077,0.07794282402608337,./fits files/Friedman Supernova/6371302826529783808/AIS_11_sg40-nd-int.fits
SN2010ag,0.033791,0.001001763552513778,0.0005615684736825807,3.310699497125033e-05,0.2504113638321639,156.55,0.039994519438647395,5.158474094942576e-17,8.238871004361363e-18,1.3881703027481681e+38,2.3722815394518664e+37,1.2472842850012393e+38,2.254790050042414e+37,38.095965450540426,0.07850999875163218,./fits files/Friedman Supernova/6371478745169002496/AIS_16_sg37-nd-int.fits
SN2011de,0.029187,0.0010016188219243009,0.0007511870411215415,5.1348079164974215e-05,0.014443992696268313,110.0,0.011459015834841,2.9754624954312723e-18,2.360557261977246e-18,5.93271788464448e+36,4.725030076001446e+36,7.130529269719898e+36,5.69988849841569e+36,36.85312176693291,0.3471593802773894,./fits files/Friedman Supernova/6371689904014884864/AIS_22_sg86-nd-int.fits
SN2006le,0.017432,0.001001345224229898,0.0020950924046744027,0.00024137120721385837,0.21660352804111693,221.0,0.03130665203768534,4.4620326776470085e-17,6.44917031976318e-18,3.1174469358180985e+37,5.785655233474815e+36,1.045014303553278e+38,2.28273648931449e+37,38.01912223486023,0.09486758770454864,./fits files/Friedman Supernova/6372780528281583616/AIS_53_sg01-nd-int.fits
SN2008hm,0.019664,0.0010013865668961337,0.0016480708415877669,0.00016800502179740258,0.46798774484387917,102.05,0.06771902895917534,9.640547543783911e-17,1.395011996559012e-17,8.600005283394391e+37,1.5293933915865987e+37,2.2677468712100853e+38,4.648472242714307e+37,38.35559457642376,0.0890225390638069,./fits files/Friedman Supernova/6372850966818979840/AIS_55_sg66-nd-int.fits
SN2008gb,0.037626,0.0010019002442059912,0.0004536927711326043,2.39952872844627e-05,0.17350530873868314,96.15,0.042479728754999196,3.574209360016873e-17,8.750824123529834e-18,1.19938479582706e+38,3.008997424612979e+37,8.706435386769464e+37,2.232266250000842e+37,37.93984038133086,0.11134992352753798,./fits files/Friedman Supernova/6372850981851365376/AIS_55_sg80-nd-int.fits
SN2005ls,0.021118,0.001001416173919727,0.0014298460110112128,0.0001355900141347525,1.8937491822416994,112.0,0.13003258996383976,3.9011233154179005e-16,2.678671353255099e-17,4.022638393832186e+38,4.759807191644794e+37,9.202805537858404e+38,1.3954728179915443e+38,38.963920245157354,0.06585449860986003,./fits files/Friedman Supernova/6372991654915211264/AIS_59_sg20-nd-int.fits
SN2006lf,0.013189,0.0010012803469483583,0.0036531996132051804,0.0005595213019368738,0.49609935833372854,110.0,0.06715649042009053,1.0219646781674807e-16,1.383423702653865e-17,4.0607114953411134e+37,8.307060457652493e+36,2.3735343462588772e+38,6.065635363155119e+37,38.37539552056366,0.11098520531660255,./fits files/Friedman Supernova/6373062015069454336/AIS_61_sg12-nd-int.fits
SN2011B,0.00467,0.001001204370927347,0.029031070991417524,0.013661902546434417,5.269899551245065,142.0,0.19264467009088662,1.0855993075564835e-15,3.968480203872264e-17,5.337182929072497e+37,2.305088265762914e+37,2.4791061841293657e+39,1.5835094598839977e+39,39.3942951287016,0.27740216408307444,./fits files/Friedman Supernova/6373449034572496896/AIS_72_sg04-nd-int.fits
SN2011aa,0.012512,0.0010012716582466642,0.004058038431129222,0.0006560917106948423,1.668487447133463,335.0,0.07057307989398812,3.437084141094934e-16,1.453805445816155e-17,1.2278154288221434e+38,2.0509122039721514e+37,7.972035514389861e+38,1.853236744822823e+38,38.90156922475865,0.1009592205759881,./fits files/Friedman Supernova/6373449093628297216/AIS_72_sg59-nd-int.fits
SN2008Z,0.02099,0.0010014134828151779,0.001447257210386341,0.00013808916208161558,0.1537550795555957,110.0,0.03738680770628246,3.1673546388452714e-17,7.701682387494186e-18,3.225913126393558e+37,8.44449402857533e+36,7.469961651604832e+37,2.0812630035474928e+37,37.87331837229208,0.12100209880406494,./fits files/Friedman Supernova/6373941690943668224/AIS_86_sg74-nd-int.fits
SN2010jv,0.013469,0.0010012840742891222,0.003503314997903919,0.0005251300747289229,1.2999992886366911,312.0,0.06454970507978897,2.677998534591584e-16,1.3297239246436526e-17,1.1102244945209293e+38,1.7565393015925014e+37,6.2231457963127496e+38,1.3563101339412368e+38,38.794009975786395,0.09465277308289127,./fits files/Friedman Supernova/6374011998484561920/AIS_88_sg17-nd-int.fits
SN2006N,0.014277,0.0010012952692353163,0.003119092578151862,0.0004404655015467535,0.7903518565565648,109.0,0.08515241876598846,1.6281248245065234e-16,1.7541398265793622e-17,7.593313099627893e+37,1.3523133111899992e+37,3.789479445221226e+38,8.612956470494579e+37,38.57857955572138,0.09870905811946773,./fits files/Friedman Supernova/6374258297679118336/AIS_95_sg25-nd-int.fits
SN2009an,0.009228,0.0010012360058687584,0.007449664893681285,0.0016519753220461393,0.6136294874559673,108.0,0.07537741395462991,1.2640767441592928e-16,1.552774727465376e-17,2.4438469624885414e+37,6.12687855278237e+36,2.9129345475168842e+38,9.749737656641773e+37,38.46433072631267,0.14536053574884933,./fits files/Friedman Supernova/6374328692193099776/AIS_97_sg49-nd-int.fits
PTF10icb,0.008544,0.0010012299353295549,0.00868762250342253,0.0020892960233499943,8.093954171989123,418.1,0.13913624675132147,1.6673545594297594e-15,2.866206683077222e-17,2.7604217457136855e+38,6.529728118861216e+37,3.8370403323198586e+39,1.2943459791394175e+39,39.583996364226174,0.1465002365701094,./fits files/Friedman Supernova/6374434245309366272/AIS_100_sg49-nd-int.fits
PTF10bjs,0.030027,0.0010016436513017115,0.0007100077310614563,4.716165934502513e-05,0.24115978281727676,176.05,0.0370113074808106,4.967891526035901e-17,7.624329341046984e-18,1.0496994382635506e+38,1.7629921236832863e+37,1.1924715463327818e+38,2.153726138595133e+37,38.0764480250974,0.07843804578810779,./fits files/Friedman Supernova/6374539747959767040/AIS_103_sg02-nd-int.fits
SN2009do,0.039734,0.0010019816236937805,0.00040720878675608096,2.0383101407750183e-05,0.0942104145402612,288.05,0.018084875325800314,1.9407345395293807e-17,3.725484317114865e-18,7.285379953209609e+37,1.4487704151958717e+37,4.746673170885693e+37,9.73367280270598e+36,37.67638932968184,0.08905775128558488,./fits files/Friedman Supernova/6374539776950796288/AIS_103_sg29-nd-int.fits
SN2011ao,0.010694,0.0010012505905616358,0.005550692064711713,0.0010553873285489728,6.935776705825262,96.0,0.26878927481934084,1.428770001400004e-15,5.537059061278421e-17,3.718033371855751e+38,7.166087078761007e+37,3.302025333358887e+39,8.939891195248229e+38,39.518780400875826,0.1175807276730481,./fits files/Friedman Supernova/6374856428783403008/AIS_112_sg22-nd-int.fits
SN2010ew,0.025501,0.0010015181897824045,0.0009824527578216433,7.697540492300459e-05,0.513182164713302,140.0,0.0605440898636616,1.0571552593094021e-16,1.247208251191429e-17,1.6001400491227659e+38,2.281463790386864e+37,2.5152992066584334e+38,4.0921013565787533e+37,38.40058965383397,0.07065469721639746,./fits files/Friedman Supernova/6375947167940476928/AIS_143_sg44-nd-int.fits
